student_id,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,attendance_percentage,average_score,performance_level
3120,Female,Group D,Associate degree,Free/Reduced,,56.0,25.0,24.0,96.51,35.0,Low
3121,Female,Group A,Associate degree,Free/Reduced,Completed,59.0,69.0,6.0,81.61,44.666666666666664,Low
3122,Male,Group B,Some college,Free/Reduced,,11.0,36.0,65.0,73.94,37.333333333333336,Low
3123,Female,Group E,Some college,Free/Reduced,,49.0,21.0,79.0,73.96,49.666666666666664,Low
3124,Male,Group B,Master's degree,Free/Reduced,Completed,91.0,6.0,57.0,65.26,51.333333333333336,Medium
3125,Male,Group E,High school,Standard,,76.0,51.0,65.0,83.75,64.0,Medium
3126,Female,Group E,Some college,Free/Reduced,,83.0,29.0,35.0,83.29,49.0,Low
3127,Female,Group C,Associate degree,Standard,,49.0,73.0,1.0,92.0,41.0,Low
3128,Female,Group B,Bachelor's degree,Standard,Completed,26.0,78.0,37.0,68.05,47.0,Low
3129,Male,Group B,Master's degree,Standard,Completed,89.0,5.0,73.0,71.63,55.666666666666664,Medium
3130,Female,Group C,Some college,Standard,Completed,62.0,23.0,13.0,63.89,32.666666666666664,Low
3131,Female,Group D,Bachelor's degree,Free/Reduced,,92.0,65.0,26.0,71.81,61.0,Medium
3132,Male,Group B,Bachelor's degree,Standard,,28.0,39.0,14.0,77.12,27.0,Low
3133,Female,Group A,Some college,Free/Reduced,Completed,21.0,14.0,84.0,98.56,39.666666666666664,Low
3134,Male,Group C,High school,Standard,,72.0,52.0,11.0,86.12,45.0,Low
3135,Female,Group B,High school,Free/Reduced,,87.0,84.0,42.0,91.31,71.0,Medium
3136,Male,Group D,Master's degree,Free/Reduced,Completed,18.0,81.0,96.0,73.02,65.0,Medium
3137,Female,Group B,High school,Standard,,37.0,51.0,56.0,65.78,48.0,Low
3138,Female,Group E,Master's degree,Free/Reduced,,94.0,88.0,85.0,70.27,89.0,High
3139,Male,Group A,Associate degree,Standard,,49.0,35.0,47.0,70.26,43.666666666666664,Low
3140,Male,Group C,Some college,Free/Reduced,,14.0,73.0,60.0,83.32,49.0,Low
3141,Female,Group E,Bachelor's degree,Standard,,53.0,45.0,81.0,73.66,59.666666666666664,Medium
3142,Male,Group D,Master's degree,Standard,,31.0,22.0,43.0,94.3,32.0,Low
3143,Male,Group E,High school,Free/Reduced,Completed,45.0,87.0,51.0,99.54,61.0,Medium
3144,Male,Group E,Master's degree,Free/Reduced,Completed,60.0,51.0,61.0,73.73,57.333333333333336,Medium
3145,Male,Group D,Master's degree,Standard,,92.0,9.0,1.0,88.2,34.0,Low
3146,Female,Group E,High school,Standard,Completed,51.0,53.0,92.0,86.3,65.33333333333333,Medium
3147,Female,Group C,High school,Free/Reduced,Completed,33.0,69.0,70.0,67.78,57.333333333333336,Medium
3148,Male,Group B,Some college,Standard,Completed,72.0,76.0,30.0,96.72,59.333333333333336,Medium
3149,Male,Group E,Bachelor's degree,Standard,,34.0,84.0,81.0,67.98,66.33333333333333,Medium
3150,Male,Group C,Some college,Standard,Completed,69.0,31.0,72.0,89.48,57.333333333333336,Medium
3151,Male,Group B,Some college,Free/Reduced,,36.0,42.0,71.0,73.9,49.666666666666664,Low
3152,Female,Group B,High school,Standard,Completed,77.0,14.0,50.0,74.68,47.0,Low
3153,Female,Group E,High school,Standard,Completed,60.0,65.0,4.0,78.22,43.0,Low
3154,Male,Group C,Master's degree,Free/Reduced,,48.0,14.0,77.0,94.58,46.333333333333336,Low
3155,Male,Group E,Master's degree,Standard,Completed,49.0,80.0,57.0,65.61,62.0,Medium
3156,Male,Group D,Some college,Standard,,18.0,19.0,76.0,62.18,37.666666666666664,Low
3157,Female,Group B,Bachelor's degree,Standard,Completed,86.0,49.0,10.0,76.08,48.333333333333336,Low
3158,Male,Group E,Some college,Standard,Completed,27.0,5.0,83.0,62.22,38.333333333333336,Low
3159,Female,Group B,Master's degree,Free/Reduced,Completed,79.0,78.0,22.0,87.5,59.666666666666664,Medium
3160,Male,Group C,Some college,Standard,Completed,25.0,16.0,44.0,90.41,28.333333333333332,Low
3161,Female,Group A,Associate degree,Standard,,37.0,51.0,26.0,94.19,38.0,Low
3162,Male,Group E,Bachelor's degree,Standard,,39.0,21.0,78.0,89.75,46.0,Low
3163,Female,Group E,High school,Standard,Completed,24.0,72.0,93.0,96.65,63.0,Medium
3164,Male,Group B,Some college,Standard,,98.0,63.0,55.0,89.93,72.0,Medium
3165,Male,Group C,Bachelor's degree,Free/Reduced,Completed,68.0,75.0,58.0,97.44,67.0,Medium
3166,Male,Group D,Bachelor's degree,Free/Reduced,,70.0,85.0,79.0,67.72,78.0,High
3167,Female,Group C,Some college,Standard,,22.0,57.0,50.0,79.99,43.0,Low
3168,Male,Group E,High school,Standard,,88.0,86.0,17.0,99.76,63.666666666666664,Medium
3169,Female,Group D,High school,Free/Reduced,Completed,64.0,36.0,50.0,87.26,50.0,Medium
3170,Female,Group C,Some college,Free/Reduced,,21.0,77.0,60.0,95.15,52.666666666666664,Medium
3171,Male,Group A,Bachelor's degree,Free/Reduced,,63.0,87.0,22.0,61.22,57.333333333333336,Medium
3172,Male,Group B,High school,Standard,Completed,67.0,71.0,35.0,94.87,57.666666666666664,Medium
3173,Male,Group C,Some college,Standard,Completed,57.0,89.0,37.0,87.91,61.0,Medium
3174,Female,Group C,Some college,Standard,Completed,27.0,95.0,71.0,66.83,64.33333333333333,Medium
3175,Male,Group A,Some college,Standard,,77.0,27.0,55.0,61.03,53.0,Medium
3176,Female,Group E,Bachelor's degree,Standard,,96.0,95.0,38.0,70.4,76.33333333333333,High
3177,Female,Group B,High school,Standard,,67.0,85.0,92.0,96.63,81.33333333333333,High
3178,Male,Group C,Bachelor's degree,Free/Reduced,,74.0,48.0,75.0,86.73,65.66666666666667,Medium
3179,Male,Group D,Associate degree,Free/Reduced,,95.0,72.0,81.0,96.78,82.66666666666667,High
3180,Male,Group C,High school,Standard,,3.0,66.0,82.0,77.85,50.333333333333336,Medium
3181,Male,Group B,Bachelor's degree,Standard,Completed,0.0,88.0,99.0,97.47,62.333333333333336,Medium
3182,Male,Group C,High school,Standard,,49.0,51.0,96.0,78.52,65.33333333333333,Medium
3183,Male,Group A,Associate degree,Free/Reduced,,32.0,92.0,68.0,68.17,64.0,Medium
3184,Female,Group C,Master's degree,Free/Reduced,,80.0,66.0,27.0,66.06,57.666666666666664,Medium
3185,Female,Group C,Some college,Free/Reduced,Completed,26.0,40.0,89.0,99.75,51.666666666666664,Medium
3186,Female,Group D,Bachelor's degree,Free/Reduced,,41.0,45.0,20.0,73.35,35.333333333333336,Low
3187,Male,Group A,Associate degree,Standard,Completed,68.0,86.0,61.0,66.4,71.66666666666667,Medium
3188,Female,Group A,Associate degree,Free/Reduced,,70.0,86.0,22.0,60.34,59.333333333333336,Medium
3189,Female,Group C,High school,Free/Reduced,Completed,63.0,54.0,20.0,71.42,45.666666666666664,Low
3190,Female,Group D,High school,Standard,Completed,49.0,81.0,74.0,95.56,68.0,Medium
3191,Female,Group C,Some college,Standard,Completed,71.0,10.0,15.0,81.36,32.0,Low
3192,Female,Group C,High school,Standard,,97.0,99.0,61.0,85.3,85.66666666666667,High
3193,Male,Group B,Bachelor's degree,Free/Reduced,Completed,3.0,25.0,96.0,96.9,41.333333333333336,Low
3194,Male,Group B,Bachelor's degree,Standard,,49.0,71.0,90.0,80.51,70.0,Medium
3195,Female,Group D,Bachelor's degree,Free/Reduced,Completed,57.0,91.0,64.0,93.53,70.66666666666667,Medium
3196,Female,Group E,Master's degree,Free/Reduced,,94.0,81.0,79.0,72.95,84.66666666666667,High
3197,Female,Group B,Bachelor's degree,Free/Reduced,Completed,10.0,12.0,4.0,99.08,8.666666666666666,Low
3198,Male,Group E,High school,Free/Reduced,Completed,100.0,35.0,45.0,63.15,60.0,Medium
3199,Male,Group A,High school,Standard,,58.0,63.0,63.0,88.99,61.333333333333336,Medium
3200,Female,Group B,Bachelor's degree,Standard,Completed,35.0,50.0,81.0,86.42,55.333333333333336,Medium
3201,Male,Group B,Associate degree,Free/Reduced,,21.0,75.0,40.0,67.67,45.333333333333336,Low
3202,Male,Group D,Associate degree,Standard,Completed,64.0,21.0,97.0,75.55,60.666666666666664,Medium
3203,Female,Group E,Associate degree,Free/Reduced,Completed,49.0,59.0,43.0,72.51,50.333333333333336,Medium
3204,Male,Group B,Some college,Free/Reduced,,3.0,1.0,88.0,63.78,30.666666666666668,Low
3205,Male,Group B,Master's degree,Standard,,99.0,55.0,97.0,83.39,83.66666666666667,High
3206,Female,Group D,Bachelor's degree,Standard,,71.0,39.0,14.0,99.75,41.333333333333336,Low
3207,Male,Group D,Some college,Free/Reduced,Completed,88.0,27.0,67.0,82.38,60.666666666666664,Medium
3208,Male,Group E,Associate degree,Standard,,91.0,76.0,50.0,81.81,72.33333333333333,Medium
3209,Female,Group A,Bachelor's degree,Free/Reduced,,51.0,96.0,53.0,61.61,66.66666666666667,Medium
3210,Male,Group A,Some college,Standard,Completed,99.0,2.0,67.0,65.57,56.0,Medium
3211,Male,Group C,High school,Free/Reduced,,99.0,62.0,88.0,80.53,83.0,High
3212,Female,Group B,Associate degree,Free/Reduced,,42.0,97.0,76.0,99.41,71.66666666666667,Medium
3213,Female,Group E,Some college,Standard,Completed,45.0,22.0,41.0,95.06,36.0,Low
3214,Female,Group B,High school,Standard,Completed,3.0,54.0,45.0,73.61,34.0,Low
3215,Male,Group E,Associate degree,Free/Reduced,Completed,49.0,31.0,50.0,81.72,43.333333333333336,Low
3216,Female,Group E,Master's degree,Standard,Completed,37.0,83.0,66.0,82.11,62.0,Medium
3217,Male,Group E,Associate degree,Standard,Completed,44.0,27.0,50.0,87.41,40.333333333333336,Low
3218,Female,Group B,Master's degree,Free/Reduced,,24.0,7.0,72.0,87.51,34.333333333333336,Low
3219,Male,Group D,Master's degree,Free/Reduced,Completed,66.0,2.0,77.0,91.59,48.333333333333336,Low
3220,Female,Group B,Master's degree,Standard,Completed,54.0,93.0,21.0,61.0,56.0,Medium
3221,Female,Group E,Bachelor's degree,Standard,Completed,95.0,88.0,8.0,97.75,63.666666666666664,Medium
3222,Female,Group C,Bachelor's degree,Free/Reduced,,38.0,52.0,23.0,62.8,37.666666666666664,Low
3223,Female,Group A,Master's degree,Free/Reduced,,49.0,93.0,22.0,79.05,54.666666666666664,Medium
3224,Male,Group E,High school,Free/Reduced,,74.0,28.0,60.0,96.78,54.0,Medium
3225,Female,Group C,Master's degree,Free/Reduced,,1.0,93.0,36.0,79.51,43.333333333333336,Low
3226,Female,Group D,Some college,Free/Reduced,Completed,68.0,97.0,50.0,62.55,71.66666666666667,Medium
3227,Male,Group E,Master's degree,Free/Reduced,Completed,85.0,88.0,14.0,69.17,62.333333333333336,Medium
3228,Female,Group C,Bachelor's degree,Free/Reduced,Completed,61.0,80.0,56.0,83.15,65.66666666666667,Medium
3229,Male,Group E,Bachelor's degree,Free/Reduced,,45.0,58.0,50.0,63.51,51.0,Medium
3230,Female,Group B,Some college,Standard,Completed,76.0,23.0,13.0,76.95,37.333333333333336,Low
3231,Female,Group C,Some college,Standard,,86.0,37.0,51.0,73.16,58.0,Medium
3232,Female,Group B,Associate degree,Standard,,30.0,27.0,83.0,92.61,46.666666666666664,Low
3233,Male,Group B,High school,Free/Reduced,,98.0,96.0,35.0,64.41,76.33333333333333,High
3234,Female,Group C,High school,Standard,Completed,34.0,61.0,26.0,87.31,40.333333333333336,Low
3235,Female,Group A,High school,Free/Reduced,Completed,44.0,99.0,16.0,76.26,53.0,Medium
3236,Female,Group C,Bachelor's degree,Standard,Completed,76.0,50.0,89.0,83.51,71.66666666666667,Medium
3237,Male,Group A,High school,Free/Reduced,Completed,49.0,6.0,40.0,68.22,31.666666666666668,Low
3238,Male,Group E,Associate degree,Free/Reduced,,70.0,22.0,3.0,84.39,31.666666666666668,Low
3239,Female,Group E,Associate degree,Standard,Completed,68.0,45.0,2.0,86.96,38.333333333333336,Low
3240,Male,Group C,High school,Free/Reduced,,28.0,89.0,18.0,62.81,45.0,Low
3241,Female,Group E,Some college,Standard,,71.0,77.0,40.0,92.97,62.666666666666664,Medium
3242,Female,Group D,Associate degree,Standard,,7.0,27.0,39.0,94.45,24.333333333333332,Low
3243,Female,Group B,Some college,Standard,,53.0,23.0,57.0,62.54,44.333333333333336,Low
3244,Female,Group B,Bachelor's degree,Standard,,6.0,6.0,38.0,84.13,16.666666666666668,Low
3245,Female,Group A,Associate degree,Standard,,82.0,99.0,6.0,83.76,62.333333333333336,Medium
3246,Female,Group E,Some college,Standard,,22.0,78.0,50.0,60.5,50.0,Medium
3247,Female,Group A,High school,Standard,Completed,99.0,48.0,82.0,73.69,76.33333333333333,High
3248,Male,Group B,Bachelor's degree,Standard,Completed,31.0,2.0,75.0,98.76,36.0,Low
3249,Male,Group B,Master's degree,Standard,,61.0,1.0,19.0,82.22,27.0,Low
3250,Male,Group E,Master's degree,Free/Reduced,Completed,44.0,51.0,75.0,97.33,56.666666666666664,Medium
3251,Male,Group D,High school,Free/Reduced,Completed,67.0,79.0,28.0,87.03,58.0,Medium
3252,Male,Group D,Bachelor's degree,Standard,Completed,49.0,20.0,93.0,61.14,54.0,Medium
3253,Male,Group E,Bachelor's degree,Free/Reduced,Completed,38.0,8.0,83.0,63.11,43.0,Low
3254,Male,Group E,Bachelor's degree,Free/Reduced,,4.0,11.0,67.0,88.89,27.333333333333332,Low
3255,Female,Group A,Bachelor's degree,Standard,Completed,66.0,92.0,65.0,82.18,74.33333333333333,Medium
3256,Female,Group E,Master's degree,Standard,,21.0,23.0,46.0,65.09,30.0,Low
3257,Female,Group D,Some college,Free/Reduced,,27.0,32.0,93.0,84.56,50.666666666666664,Medium
3258,Female,Group E,Bachelor's degree,Standard,Completed,21.0,77.0,22.0,92.41,40.0,Low
3259,Male,Group A,Some college,Standard,Completed,85.0,42.0,5.0,90.12,44.0,Low
3260,Male,Group A,Bachelor's degree,Standard,,97.0,81.0,17.0,69.85,65.0,Medium
3261,Female,Group A,Associate degree,Free/Reduced,,28.0,4.0,52.0,70.33,28.0,Low
3262,Female,Group A,Associate degree,Standard,Completed,49.0,78.0,21.0,98.71,49.333333333333336,Low
3263,Male,Group C,Associate degree,Free/Reduced,Completed,41.0,70.0,100.0,95.5,70.33333333333333,Medium
3264,Female,Group E,Bachelor's degree,Standard,,59.0,88.0,67.0,72.73,71.33333333333333,Medium
3265,Female,Group B,Some college,Standard,Completed,76.0,13.0,74.0,92.96,54.333333333333336,Medium
3266,Female,Group E,Master's degree,Free/Reduced,,70.0,35.0,34.0,66.47,46.333333333333336,Low
3267,Female,Group C,High school,Standard,,73.0,34.0,74.0,67.87,60.333333333333336,Medium
3268,Male,Group A,Master's degree,Free/Reduced,,91.0,49.0,97.0,67.25,79.0,High
3269,Female,Group C,Bachelor's degree,Free/Reduced,,67.0,87.0,50.0,63.51,68.0,Medium
3270,Female,Group D,Associate degree,Standard,Completed,58.0,78.0,30.0,94.19,55.333333333333336,Medium
3271,Male,Group D,Master's degree,Standard,,95.0,10.0,95.0,83.15,66.66666666666667,Medium
3272,Male,Group E,Some college,Free/Reduced,,85.0,23.0,50.0,70.36,52.666666666666664,Medium
3273,Female,Group E,Bachelor's degree,Free/Reduced,Completed,83.0,74.0,98.0,93.95,85.0,High
3274,Male,Group B,Master's degree,Standard,Completed,83.0,43.0,74.0,92.11,66.66666666666667,Medium
3275,Female,Group B,Bachelor's degree,Standard,,5.0,51.0,16.0,64.04,24.0,Low
3276,Female,Group D,Bachelor's degree,Standard,Completed,72.0,16.0,50.0,85.77,46.0,Low
3277,Male,Group A,Associate degree,Standard,Completed,27.0,69.0,99.0,88.87,65.0,Medium
3278,Female,Group C,Master's degree,Standard,,76.0,84.0,65.0,88.63,75.0,High
3279,Female,Group B,High school,Free/Reduced,Completed,30.0,7.0,23.0,88.93,20.0,Low
3280,Female,Group B,Associate degree,Free/Reduced,Completed,38.0,78.0,14.0,66.78,43.333333333333336,Low
3281,Female,Group A,Master's degree,Free/Reduced,Completed,49.0,95.0,27.0,72.6,57.0,Medium
3282,Male,Group A,Some college,Free/Reduced,Completed,77.0,73.0,2.0,93.77,50.666666666666664,Medium
3283,Male,Group E,Associate degree,Standard,Completed,85.0,27.0,28.0,95.94,46.666666666666664,Low
3284,Female,Group C,Some college,Free/Reduced,,36.0,78.0,51.0,71.17,55.0,Medium
3285,Male,Group A,Associate degree,Standard,Completed,87.0,51.0,53.0,60.92,63.666666666666664,Medium
3286,Female,Group B,Bachelor's degree,Standard,,71.0,42.0,57.0,94.39,56.666666666666664,Medium
3287,Female,Group B,Master's degree,Standard,,14.0,81.0,44.0,75.08,46.333333333333336,Low
3288,Female,Group D,Some college,Standard,Completed,49.0,36.0,76.0,73.18,53.666666666666664,Medium
3289,Female,Group A,Associate degree,Standard,Completed,69.0,87.0,49.0,73.88,68.33333333333333,Medium
3290,Female,Group E,Some college,Free/Reduced,Completed,22.0,62.0,21.0,76.63,35.0,Low
3291,Male,Group C,Associate degree,Standard,Completed,24.0,100.0,51.0,75.13,58.333333333333336,Medium
3292,Female,Group E,Associate degree,Standard,Completed,94.0,92.0,52.0,82.66,79.33333333333333,High
3293,Male,Group B,High school,Standard,Completed,45.0,62.0,30.0,63.16,45.666666666666664,Low
3294,Male,Group E,High school,Free/Reduced,Completed,92.0,9.0,70.0,98.86,57.0,Medium
3295,Female,Group B,High school,Standard,Completed,22.0,77.0,47.0,97.46,48.666666666666664,Low
3296,Female,Group B,Some college,Standard,Completed,9.0,79.0,89.0,97.38,59.0,Medium
3297,Female,Group B,Bachelor's degree,Standard,Completed,72.0,51.0,30.0,95.17,51.0,Medium
3298,Female,Group B,Associate degree,Free/Reduced,Completed,76.0,10.0,3.0,86.41,29.666666666666668,Low
3299,Female,Group B,Master's degree,Standard,Completed,31.0,89.0,34.0,68.84,51.333333333333336,Medium
3300,Male,Group D,High school,Free/Reduced,,50.0,18.0,96.0,61.98,54.666666666666664,Medium
3301,Female,Group E,Some college,Free/Reduced,Completed,40.0,51.0,66.0,63.97,52.333333333333336,Medium
3302,Female,Group D,Some college,Standard,,64.0,17.0,63.0,72.96,48.0,Low
3303,Male,Group D,Some college,Free/Reduced,,64.0,93.0,82.0,80.16,79.66666666666667,High
3304,Male,Group A,Master's degree,Free/Reduced,Completed,100.0,31.0,8.0,99.73,46.333333333333336,Low
3305,Female,Group A,Master's degree,Standard,,39.0,22.0,45.0,77.42,35.333333333333336,Low
3306,Male,Group A,High school,Standard,Completed,17.0,11.0,82.0,80.99,36.666666666666664,Low
3307,Female,Group C,Master's degree,Standard,Completed,35.0,57.0,55.0,87.81,49.0,Low
3308,Male,Group A,High school,Standard,,30.0,76.0,55.0,67.23,53.666666666666664,Medium
3309,Male,Group E,Master's degree,Free/Reduced,Completed,53.0,20.0,82.0,97.31,51.666666666666664,Medium
3310,Female,Group D,Master's degree,Free/Reduced,,62.0,20.0,50.0,81.16,44.0,Low
3311,Male,Group E,Master's degree,Standard,,49.0,92.0,59.0,71.05,66.66666666666667,Medium
3312,Male,Group A,High school,Standard,Completed,51.0,92.0,76.0,97.4,73.0,Medium
3313,Male,Group C,Associate degree,Standard,,99.0,90.0,85.0,85.02,91.33333333333333,High
3314,Male,Group C,High school,Free/Reduced,,56.0,28.0,71.0,79.35,51.666666666666664,Medium
3315,Male,Group D,Associate degree,Standard,Completed,8.0,78.0,87.0,83.21,57.666666666666664,Medium
3316,Male,Group E,Some college,Free/Reduced,,85.0,51.0,89.0,89.93,75.0,High
3317,Female,Group B,Some college,Free/Reduced,Completed,91.0,11.0,50.0,66.18,50.666666666666664,Medium
3318,Female,Group E,High school,Free/Reduced,Completed,89.0,57.0,57.0,94.59,67.66666666666667,Medium
3319,Male,Group A,Associate degree,Free/Reduced,Completed,73.0,40.0,62.0,98.38,58.333333333333336,Medium
3320,Female,Group B,Associate degree,Standard,Completed,55.0,18.0,57.0,82.68,43.333333333333336,Low
3321,Female,Group C,Associate degree,Standard,,46.0,11.0,2.0,87.29,19.666666666666668,Low
3322,Female,Group D,Some college,Standard,Completed,2.0,22.0,6.0,94.39,10.0,Low
3323,Male,Group D,High school,Free/Reduced,,1.0,4.0,51.0,74.99,18.666666666666668,Low
3324,Female,Group C,Bachelor's degree,Free/Reduced,,53.0,25.0,61.0,99.71,46.333333333333336,Low
3325,Male,Group A,Associate degree,Standard,Completed,36.0,62.0,1.0,87.22,33.0,Low
3326,Female,Group C,Associate degree,Free/Reduced,Completed,55.0,51.0,32.0,76.96,46.0,Low
3327,Male,Group A,Bachelor's degree,Free/Reduced,Completed,30.0,9.0,11.0,87.09,16.666666666666668,Low
3328,Male,Group B,High school,Free/Reduced,,49.0,85.0,47.0,80.87,60.333333333333336,Medium
3329,Female,Group C,Associate degree,Standard,Completed,95.0,38.0,75.0,64.47,69.33333333333333,Medium
3330,Female,Group A,Master's degree,Standard,,11.0,22.0,52.0,91.83,28.333333333333332,Low
3331,Male,Group B,Associate degree,Standard,Completed,57.0,10.0,73.0,82.58,46.666666666666664,Low
3332,Female,Group C,Master's degree,Free/Reduced,Completed,66.0,91.0,40.0,91.83,65.66666666666667,Medium
3333,Female,Group D,Associate degree,Standard,,25.0,94.0,90.0,66.2,69.66666666666667,Medium
3334,Female,Group C,Master's degree,Standard,,77.0,71.0,81.0,81.53,76.33333333333333,High
3335,Male,Group E,High school,Standard,Completed,11.0,47.0,57.0,90.66,38.333333333333336,Low
3336,Male,Group C,Associate degree,Free/Reduced,Completed,89.0,91.0,50.0,99.53,76.66666666666667,High
3337,Female,Group E,Some college,Free/Reduced,Completed,15.0,15.0,22.0,95.38,17.333333333333332,Low
3338,Female,Group B,Some college,Free/Reduced,,52.0,45.0,84.0,94.57,60.333333333333336,Medium
